case_id,family,idea,dsl,source,operators
op_case_0087,v21_industry_value_momentum_value_momentum_60,"行业内估值便宜且60 日价格动量较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, pct_change, sub, group_std, recip, group_mean；数值参数 60；参数化版本 1。）","add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 60))",group_v21,"add,div,pct_change,sub,group_std,recip,group_mean,recip,recip"
op_case_0088,v21_logic_value_momentum_value_momentum_60,"只有估值和60 日价格动量同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, recip, pct_change, xs_mean；数值参数 60, 0.0；参数化版本 1。）","where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 60), xs_mean(pct_change(close, 60)))), add(recip(pb), pct_change(close, 60)), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,recip,pct_change,recip,xs_mean,pct_change,xs_mean,recip,pct_change"
op_case_0089,v21_value_momentum_value_log_momentum_60,同时偏好低 PB 价值暴露的自然对数压缩和60 日价格动量较强的股票。,"add(log(recip(pb)), pct_change(close, 60))",fundamental_v21,"add,log,pct_change,recip"
op_case_0090,v21_industry_value_momentum_value_log_momentum_60,"行业内估值便宜且60 日价格动量较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, pct_change, sub, group_std, log, group_mean, recip；数值参数 60；参数化版本 2。）","add(div(sub(log(recip(pb)), group_mean(log(recip(pb)), industry)), group_std(log(recip(pb)), industry)), pct_change(close, 60))",group_v21,"add,div,pct_change,sub,group_std,log,group_mean,log,recip,log,recip,recip"
op_case_0091,v21_logic_value_momentum_value_log_momentum_60,"只有估值和60 日价格动量同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, log, pct_change, xs_mean, recip；数值参数 60, 0.0；参数化版本 2。）","where(logical_and(gt(log(recip(pb)), xs_mean(log(recip(pb)))), gt(pct_change(close, 60), xs_mean(pct_change(close, 60)))), add(log(recip(pb)), pct_change(close, 60)), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,log,pct_change,log,xs_mean,pct_change,xs_mean,recip,recip,log,pct_change,recip"
op_case_0092,v21_value_momentum_value_sqrt_momentum_60,同时偏好低 PB 价值暴露的平方根压缩和60 日价格动量较强的股票。,"add(sqrt(recip(pb)), pct_change(close, 60))",fundamental_v21,"add,sqrt,pct_change,recip"
op_case_0093,v21_industry_value_momentum_value_sqrt_momentum_60,"行业内估值便宜且60 日价格动量较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, pct_change, sub, group_std, sqrt, group_mean, recip；数值参数 60；参数化版本 3。）","add(div(sub(sqrt(recip(pb)), group_mean(sqrt(recip(pb)), industry)), group_std(sqrt(recip(pb)), industry)), pct_change(close, 60))",group_v21,"add,div,pct_change,sub,group_std,sqrt,group_mean,sqrt,recip,sqrt,recip,recip"
op_case_0094,v21_logic_value_momentum_value_sqrt_momentum_60,"只有估值和60 日价格动量同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, sqrt, pct_change, xs_mean, recip；数值参数 60, 0.0；参数化版本 3。）","where(logical_and(gt(sqrt(recip(pb)), xs_mean(sqrt(recip(pb)))), gt(pct_change(close, 60), xs_mean(pct_change(close, 60)))), add(sqrt(recip(pb)), pct_change(close, 60)), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,sqrt,pct_change,sqrt,xs_mean,pct_change,xs_mean,recip,recip,sqrt,pct_change,recip"
op_case_0095,v21_value_momentum_value_rank_like_momentum_60,同时偏好PB 倒数的横截面标准化价值和60 日价格动量较强的股票。,"add(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), pct_change(close, 60))",fundamental_v21,"add,div,pct_change,sub,xs_std,recip,xs_mean,recip,recip"
op_case_0096,v21_industry_value_momentum_value_rank_like_momentum_60,"行业内估值便宜且60 日价格动量较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, pct_change, sub, group_std, group_mean, xs_std, recip, xs_mean；数值参数 60；参数化版本 4。）","add(div(sub(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), group_mean(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), industry)), group_std(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), industry)), pct_change(close, 60))",group_v21,"add,div,pct_change,sub,group_std,div,group_mean,div,sub,xs_std,div,sub,xs_std,recip,xs_mean,recip,sub,xs_std,recip,xs_mean,recip,recip,recip,xs_mean,recip,recip,recip"
op_case_0097,v21_logic_value_momentum_value_rank_like_momentum_60,"只有估值和60 日价格动量同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, div, pct_change, xs_mean, sub, xs_std, recip；数值参数 60, 0.0；参数化版本 4。）","where(logical_and(gt(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), xs_mean(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))))), gt(pct_change(close, 60), xs_mean(pct_change(close, 60)))), add(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), pct_change(close, 60)), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,div,pct_change,div,xs_mean,pct_change,xs_mean,sub,xs_std,sub,xs_std,div,pct_change,recip,xs_mean,recip,recip,xs_mean,recip,sub,xs_std,recip,recip,recip,xs_mean,recip,recip"
op_case_0098,v21_value_momentum_value_risk_adjusted_momentum,同时偏好低 PB 价值暴露和20 日风险调整动量较强的股票。,"add(recip(pb), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)))",fundamental_v21,"add,recip,div,pct_change,ts_std,pct_change"
op_case_0099,v21_industry_value_momentum_value_risk_adjusted_momentum,"行业内估值便宜且20 日风险调整动量较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, sub, group_std, pct_change, ts_std, recip, group_mean；数值参数 20, 1；参数化版本 1。）","add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)))",group_v21,"add,div,div,sub,group_std,pct_change,ts_std,recip,group_mean,recip,pct_change,recip"
op_case_0100,v21_logic_value_momentum_value_risk_adjusted_momentum,"只有估值和20 日风险调整动量同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, recip, div, xs_mean, pct_change, ts_std；数值参数 20, 1, 0.0；参数化版本 1。）","where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)), xs_mean(div(pct_change(close, 20), ts_std(pct_change(close, 1), 20))))), add(recip(pb), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20))), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,recip,div,recip,xs_mean,div,xs_mean,pct_change,ts_std,recip,pct_change,ts_std,div,pct_change,pct_change,pct_change,ts_std,pct_change"
op_case_0101,v21_value_momentum_value_log_risk_adjusted_momentum,同时偏好低 PB 价值暴露的自然对数压缩和20 日风险调整动量较强的股票。,"add(log(recip(pb)), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)))",fundamental_v21,"add,log,div,recip,pct_change,ts_std,pct_change"
op_case_0102,v21_industry_value_momentum_value_log_risk_adjusted_momentum,"行业内估值便宜且20 日风险调整动量较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, sub, group_std, pct_change, ts_std, log, group_mean, recip；数值参数 20, 1；参数化版本 2。）","add(div(sub(log(recip(pb)), group_mean(log(recip(pb)), industry)), group_std(log(recip(pb)), industry)), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)))",group_v21,"add,div,div,sub,group_std,pct_change,ts_std,log,group_mean,log,pct_change,recip,log,recip,recip"
op_case_0103,v21_logic_value_momentum_value_log_risk_adjusted_momentum,"只有估值和20 日风险调整动量同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, log, div, xs_mean, recip, pct_change, ts_std；数值参数 20, 1, 0.0；参数化版本 2。）","where(logical_and(gt(log(recip(pb)), xs_mean(log(recip(pb)))), gt(div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)), xs_mean(div(pct_change(close, 20), ts_std(pct_change(close, 1), 20))))), add(log(recip(pb)), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20))), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,log,div,log,xs_mean,div,xs_mean,recip,pct_change,ts_std,recip,log,pct_change,ts_std,div,pct_change,recip,pct_change,pct_change,ts_std,pct_change"
op_case_0104,v21_value_momentum_value_sqrt_risk_adjusted_momentum,同时偏好低 PB 价值暴露的平方根压缩和20 日风险调整动量较强的股票。,"add(sqrt(recip(pb)), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)))",fundamental_v21,"add,sqrt,div,recip,pct_change,ts_std,pct_change"
op_case_0105,v21_industry_value_momentum_value_sqrt_risk_adjusted_momentum,"行业内估值便宜且20 日风险调整动量较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, sub, group_std, pct_change, ts_std, sqrt, group_mean, recip；数值参数 20, 1；参数化版本 3。）","add(div(sub(sqrt(recip(pb)), group_mean(sqrt(recip(pb)), industry)), group_std(sqrt(recip(pb)), industry)), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)))",group_v21,"add,div,div,sub,group_std,pct_change,ts_std,sqrt,group_mean,sqrt,pct_change,recip,sqrt,recip,recip"
op_case_0106,v21_logic_value_momentum_value_sqrt_risk_adjusted_momentum,"只有估值和20 日风险调整动量同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, sqrt, div, xs_mean, recip, pct_change, ts_std；数值参数 20, 1, 0.0；参数化版本 3。）","where(logical_and(gt(sqrt(recip(pb)), xs_mean(sqrt(recip(pb)))), gt(div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)), xs_mean(div(pct_change(close, 20), ts_std(pct_change(close, 1), 20))))), add(sqrt(recip(pb)), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20))), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,sqrt,div,sqrt,xs_mean,div,xs_mean,recip,pct_change,ts_std,recip,sqrt,pct_change,ts_std,div,pct_change,recip,pct_change,pct_change,ts_std,pct_change"
op_case_0107,v21_value_momentum_value_rank_like_risk_adjusted_momentum,同时偏好PB 倒数的横截面标准化价值和20 日风险调整动量较强的股票。,"add(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)))",fundamental_v21,"add,div,div,sub,xs_std,pct_change,ts_std,recip,xs_mean,recip,pct_change,recip"
op_case_0108,v21_industry_value_momentum_value_rank_like_risk_adjusted_momentum,"行业内估值便宜且20 日风险调整动量较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, sub, group_std, pct_change, ts_std, group_mean, xs_std, recip, xs_mean；数值参数 20, 1；参数化版本 4。）","add(div(sub(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), group_mean(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), industry)), group_std(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), industry)), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)))",group_v21,"add,div,div,sub,group_std,pct_change,ts_std,div,group_mean,div,pct_change,sub,xs_std,div,sub,xs_std,recip,xs_mean,recip,sub,xs_std,recip,xs_mean,recip,recip,recip,xs_mean,recip,recip,recip"
op_case_0109,v21_logic_value_momentum_value_rank_like_risk_adjusted_momentum,"只有估值和20 日风险调整动量同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, div, xs_mean, sub, xs_std, pct_change, ts_std, recip；数值参数 20, 1, 0.0；参数化版本 4。）","where(logical_and(gt(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), xs_mean(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))))), gt(div(pct_change(close, 20), ts_std(pct_change(close, 1), 20)), xs_mean(div(pct_change(close, 20), ts_std(pct_change(close, 1), 20))))), add(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), div(pct_change(close, 20), ts_std(pct_change(close, 1), 20))), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,div,div,div,xs_mean,div,xs_mean,sub,xs_std,pct_change,ts_std,sub,xs_std,div,pct_change,ts_std,div,recip,xs_mean,recip,pct_change,recip,xs_mean,recip,sub,xs_std,pct_change,pct_change,ts_std,recip,recip,recip,xs_mean,recip,pct_change,recip"
op_case_0110,v21_value_momentum_value_reversal_10,同时偏好低 PB 价值暴露和10 日反转较强的股票。,"add(recip(pb), neg(pct_change(close, 10)))",fundamental_v21,"add,recip,neg,pct_change"
op_case_0111,v21_industry_value_momentum_value_reversal_10,"行业内估值便宜且10 日反转较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, neg, sub, group_std, pct_change, recip, group_mean；数值参数 10；参数化版本 1。）","add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), neg(pct_change(close, 10)))",group_v21,"add,div,neg,sub,group_std,pct_change,recip,group_mean,recip,recip"
op_case_0112,v21_logic_value_momentum_value_reversal_10,"只有估值和10 日反转同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, recip, neg, xs_mean, pct_change；数值参数 10, 0.0；参数化版本 1。）","where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(neg(pct_change(close, 10)), xs_mean(neg(pct_change(close, 10))))), add(recip(pb), neg(pct_change(close, 10))), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,recip,neg,recip,xs_mean,neg,xs_mean,pct_change,recip,pct_change,neg,pct_change"
op_case_0113,v21_value_momentum_value_log_reversal_10,同时偏好低 PB 价值暴露的自然对数压缩和10 日反转较强的股票。,"add(log(recip(pb)), neg(pct_change(close, 10)))",fundamental_v21,"add,log,neg,recip,pct_change"
op_case_0114,v21_industry_value_momentum_value_log_reversal_10,"行业内估值便宜且10 日反转较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, neg, sub, group_std, pct_change, log, group_mean, recip；数值参数 10；参数化版本 2。）","add(div(sub(log(recip(pb)), group_mean(log(recip(pb)), industry)), group_std(log(recip(pb)), industry)), neg(pct_change(close, 10)))",group_v21,"add,div,neg,sub,group_std,pct_change,log,group_mean,log,recip,log,recip,recip"
op_case_0115,v21_logic_value_momentum_value_log_reversal_10,"只有估值和10 日反转同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, log, neg, xs_mean, recip, pct_change；数值参数 10, 0.0；参数化版本 2。）","where(logical_and(gt(log(recip(pb)), xs_mean(log(recip(pb)))), gt(neg(pct_change(close, 10)), xs_mean(neg(pct_change(close, 10))))), add(log(recip(pb)), neg(pct_change(close, 10))), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,log,neg,log,xs_mean,neg,xs_mean,recip,pct_change,recip,log,pct_change,neg,recip,pct_change"
op_case_0116,v21_value_momentum_value_sqrt_reversal_10,同时偏好低 PB 价值暴露的平方根压缩和10 日反转较强的股票。,"add(sqrt(recip(pb)), neg(pct_change(close, 10)))",fundamental_v21,"add,sqrt,neg,recip,pct_change"
op_case_0117,v21_industry_value_momentum_value_sqrt_reversal_10,"行业内估值便宜且10 日反转较强的股票得分更高。（字段 close, industry, pb；核心算子 add, div, neg, sub, group_std, pct_change, sqrt, group_mean, recip；数值参数 10；参数化版本 3。）","add(div(sub(sqrt(recip(pb)), group_mean(sqrt(recip(pb)), industry)), group_std(sqrt(recip(pb)), industry)), neg(pct_change(close, 10)))",group_v21,"add,div,neg,sub,group_std,pct_change,sqrt,group_mean,sqrt,recip,sqrt,recip,recip"
op_case_0118,v21_logic_value_momentum_value_sqrt_reversal_10,"只有估值和10 日反转同时高于市场均值时，才保留组合信号。（字段 close, pb；核心算子 where, logical_and, add, gt, sqrt, neg, xs_mean, recip, pct_change；数值参数 10, 0.0；参数化版本 3。）","where(logical_and(gt(sqrt(recip(pb)), xs_mean(sqrt(recip(pb)))), gt(neg(pct_change(close, 10)), xs_mean(neg(pct_change(close, 10))))), add(sqrt(recip(pb)), neg(pct_change(close, 10))), 0.0)",conditional_v21,"where,logical_and,add,gt,gt,sqrt,neg,sqrt,xs_mean,neg,xs_mean,recip,pct_change,recip,sqrt,pct_change,neg,recip,pct_change"
op_case_0119,v21_value_momentum_value_rank_like_reversal_10,同时偏好PB 倒数的横截面标准化价值和10 日反转较强的股票。,"add(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb))), neg(pct_change(close, 10)))",fundamental_v21,"add,div,neg,sub,xs_std,pct_change,recip,xs_mean,recip,recip"
